"사업번호","자치구","법정동","사업구분","운영구분","추진위원회/조합명","대표지번","진행단계","상태","토지등 소유자 수","정비구역명칭","정비구역위치","정비구역면적(㎡)","건축연면적(㎡)","용도지역","용도지구","택지면적(㎡)","도로면적(㎡)","공원면적(㎡)","녹지면적(㎡)","공공공지면적(㎡)","학교면적(㎡)","기타면적(㎡)","주용도","건폐율","용적률","높이(m)","지상층수","지하층수","분양세대총수","60㎡이하","60㎡초과~85㎡이하","85㎡초과","임대세대총수","(임대)40㎡이하","(임대)40㎡초과~50㎡이하","(임대)50㎡초과","건축계획비고","위치도","조감도","배치도","조합사무실 주소","조합사무실 전화번호"
"11290-100015000","성북구","길음동","재개발(주택정비형)","조합","길음2재정비촉진구역 주택재개발정비사업조합","길음동 498","조합해산","운영","1611","길음2재정비촉진구역","성북구 길음동 498번지","104979.30","331861.08","도시지역 제3종일반주거지역","재정비촉진지구","71423.00","17360.40","7769.50","5473.40","299.00","","","공동주택및근린생활시설","22.12","299.70","115","39","4","1660","875","691","94","339","169","136","34","","/servlet/image/assc/2010/11/201011031107571288750077673.jpg","/servlet/image/assc/2015/10/201510051711101444032670173.jpg","/servlet/image/assc/2015/10/201510051717031444033023862.jpg","401호(하월곡동,미성빌딩)","02-945-0509"
"11320-900000881","도봉구","창동","소규모재건축","조합","대신빌라소규모재건축사업","창동 466","조합설립인가","운영","84","대신빌라소규모재건축사업","도봉구 창동 466-0","4877.96","12218.20","제1종 일반주거지역","도시형생활주택(단지형 연립주택)","4877.96","","","","","","","제1종 일반주거지역","49.56","179.03","20","6","1","121","121","","","0","","","","","/servlet/image?url=images/assc/2022/02/202202041602591643958179262.png","/servlet/image?url=images/assc/2022/02/202202041619371643959177983.jpg","/servlet/image?url=images/assc/2022/02/202202041619381643959178988.jpg","서울특별시 도봉구 덕릉로60카길 12, 마동 지하 (창동, 대신빌라)","02-994-7150"
"11320-900000880","도봉구","창동","가로주택정비","조합","신창연립가로주택정비사업","창동 581-3","조합설립인가","운영","26","신창연립가로주택정비사업","도봉구 창동 581-3","1694.50","7104.28","준공업지역","","","","","","","","","공동주택 및 부대복리시설","32.60","245.20","","17","1","62","30","32","","0","","","","","/servlet/image?url=images/assc/2022/02/202202031608111643872091309.png","","","서울특별시 도봉구 덕릉로 241, 1층 (창동)","02-991-7200"
"11320-900000879","도봉구","방학동","가로주택정비","조합","방학성삼빌라가로주택정비사업","방학동 343","조합설립인가","운영","88","방학성삼빌라가로주택정비사업","도봉구 방학동 343-0","4289.11","10373.33","서울특별시 도봉구 방학동 343번지 등 9필지","","","","","","","","","제1종 일반주거지역","47.73","176.68","20","6","1","113","108","5","","0","","","","","/servlet/image?url=images/assc/2024/06/202406031505561717394756723.jpg","/servlet/image?url=images/assc/2024/06/202406041401581717477318050.jpeg","/servlet/image?url=images/assc/2022/01/202201131714001642061640691.jpg","서울특별시 도봉구 시루봉로13가길 3, ,성삼빌라 나동304호 (방학동, 성삼빌라)","02-6081-7190"
"11530-900001206","구로구","고척동","재개발(주택정비형)","공공지원자","고척동 253번지 일대 주택재개발정비사업","고척동 253","정비계획 수립","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11440-100002000","마포구","하중동","재건축","조합","서강주택재건축정비사업조합","하중동 18-2","준공인가","일시중단","0","서강주택재건축정비사업","마포구 하중동 18-2 외 228필지","32069.70","","일반주거지역","공동주택(아파트)","","","","","","","","","","","","","","0","","","","0","","","","","","","","안정빌딩 2층","02-322-2387"
"11320-900000878","도봉구","도봉동","가로주택정비","조합","도봉동 625-80번지 일대 가로주택정비사업","도봉동 625-80","조합설립인가","운영","56","도봉동 625-80번지 일대 가로주택정비사업","도봉구 도봉동 625-80","7474.20","19752.69","제2종일반주거지역","해당없음","6846.20","546.90","0.00","0.00","0.00","0.00","81.10","공동주택 및 근린생활시설 부대복리시설","22.12","199.54","15","15","2","207","134","73","","0","","","","","/servlet/image?url=images/assc/2022/02/202202071228101644204490165.png","/servlet/image?url=images/assc/2022/02/202202071246061644205566285.jpg","/servlet/image?url=images/assc/2022/02/202202071228101644204490280.png","서울특별시 도봉구 도봉로164길 12, 2층 (도봉동)","02-3494-1999"
"11170-900000101","용산구","보광동","재개발(주택정비형)","조합","한남4재정비촉진구역 주택재개발정비사업 조합","보광동 360","조합설립인가","운영","1207","한남4재정비촉진구역주택재개발정비사업조합설립추진위원회","용산구 보광동 360-0","160258.00","535877.18","제1종일반주거지역제2종일반주거지역(7층)제3종일반주거지역준주거지역","미관지구","115341.00","29763.00","8128.00","0.00","6540.00","0.00","486.00","아파트/부대복리시설","30.89","226.98","73","22","7","1981","664","616","701","350","117","172","61","","/servlet/image?url=images/assc/2024/08/202408281151501724813510244.jpg","/servlet/image?url=images/assc/2024/08/202408281150281724813428410.jpg","/servlet/image?url=images/assc/2024/08/202408281303051724817785918.jpg","서울특별시 용산구 녹사평대로32길 69, 2층, 4층 (이태원동)","02-797-3504"
"11440-900001160","마포구","현석동","재개발(도시정비형)","공공지원자","광흥창역세권(현석동) 도시정비형 재개발사업","현석동 1-31","정비계획 수립","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11380-900001158","은평구","신사동","재개발(주택정비형)","공공지원자","(임시)신사동200,237번지 일대","신사동 200","정비계획 수립","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11530-900001157","구로구","고척동","가로주택정비","조합","고척동 241-337번지 일대 가로주택정비사업","고척동 241-337","조합설립인가","운영","106","고척동 241-337번지 일대 가로주택정비사업","구로구 고척동 241-337","7993.11","27483.64","제2종일반주거지역","","","","","","","","","","31.24","212.11","","15","2","196","142","54","","20","20","","","","/servlet/image?url=images/assc/2023/12/202312201214381703042078795.png","","/servlet/image?url=images/assc/2023/12/202312201214401703042080202.pdf","서울특별시 구로구 고척로33길 80, 1층 (고척동)","02-2060-0118"
"11110-900001050","종로구","창신동","재개발(주택정비형)","추진위원회","창신동23?숭인동56일대 주택재개발 정비사업(추정분담금 계산용 홈페이지)","창신동 23-2","조합설립추진위원회승인","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001047","영등포구","영등포동","가로주택정비","추진위원회","영등포동2가 253 가로주택정비사업","영등포동2가 253","조합설립추진위원회승인","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001046","영등포구","영등포동","가로주택정비","추진위원회","영등포동2가 34-81 가로주택정비사업","영등포동2가 34-81","조합설립추진위원회승인","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001045","영등포구","영등포동","가로주택정비","조합","영등포동2가 439일대 가로주택정비사업","영등포동2가 439","준공인가","운영","0","영등포동2가 439일대 가로주택정비사업","영등포구 영등포동2가 439-0","","","공동","준주거지역","","","","","","","","","","","","","","0","","","","0","","","","","/servlet/image?url=images/assc/2024/05/202405131522341715581354044.jpg","/servlet/image?url=images/assc/2024/05/202405131457321715579852296.jpg","/servlet/image?url=images/assc/2024/05/202405131457471715579867820.jpg","서울특별시 영등포구 국회대로 653, 2층 (영등포동8가)","02-2068-9858"
"11500-900001021","강서구","방화동","가로주택정비","조합","서울빌라 가로주택정비사업조합","방화동 584-1","사업시행인가","운영","30","가로주택정비사업","강서구 방화동 584-1","1478.00","6323.74","제2종일반주거지역(7층이하)","","","","","","","","","공동주택 및 부대 복리시설","50.14","249.71","","7","2","41","41","","","11","","10","1","","/servlet/image?url=images/assc/2023/05/202305101222391683688959336.jpg","/servlet/image?url=images/assc/2023/06/202306131449281686635368397.jpg","/servlet/image?url=images/assc/2023/06/202306131449281686635368719.jpg","서울특별시 강서구 양천로14길 99, B동 303호 (방화동, 서울빌라)","02-2663-2105"
"11470-900001214","양천구","신월동","재개발(주택정비형)","조합","신월7동 2구역 주택정비형 공공재개발사업","신월동 941","조합설립인가","운영","0","신월7동 2구역 주택정비형 공공재개발사업","양천구 신월동 941-0","98295.17","286767.00"," 제1종 일반주거지역 제2종 일반주거지역(7층이하)","","73539.55","7814.22","12706.35","","1600.00","2635.05","","공동주택 및 부대복리시설","","249.71","66","12","2","1684","1281","403","","544","348","30","166","권리자분양 포함","/servlet/image?url=images/assc/2024/07/202407080956431720400203889.jpg","/servlet/image?url=images/assc/2024/07/202407080956441720400204412.jpg","/servlet/image?url=images/assc/2024/07/202407080956441720400204597.jpg","서울특별시 양천구 지양로7길 2, 2층 (신월동)","02-6085-9595"
"11545-900001113","금천구","시흥동","가로주택정비","조합","시흥5동1구역 919번지일원 가로주택정비사업","시흥동 919","조합설립인가","운영","123","시흥5동1구역 919번지일원 가로주택정비사업","금천구 시흥동 919-0","10397.00","36270.47","소규모주택관리지역","2종일반주거지역→(3종일반주거지역 종상향 예정)","10397.00","","","","","","","공공주택(아파트)및부대복리시설","","238.36","","15","2","237","64","173","","0","","","","","/servlet/image?url=images/assc/2023/08/202308071520551691389255804.jpg","/servlet/image?url=images/assc/2023/09/202309051523181693894998876.jpg","/servlet/image?url=images/assc/2023/12/202312111431051702272665256.jpg","서울특별시 금천구 금하로 690, 2층 조합사무실 (시흥동)","02-805-8883"
"11560-900001073","영등포구","문래동","재건축","공공지원자","문래공원한신아파트 재건축정비사업","문래동3가 77-2","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001067","영등포구","당산동","재건축","공공지원자","당산한양아파트 재건축정비사업","당산동3가 2-6","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001066","영등포구","신길동","재건축","공공지원자","신길건영아파트 재건축정비사업","신길동 364","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001065","영등포구","신길동","재건축","공공지원자","신길우성1차아파트 재건축정비사업","신길동 365","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
